title,rating,rating_counts
How to Lose Friends & Alienate People,3.7222222222222223,9
How to Lose a Guy in 10 Days,3.0921052631578947,38
How to Train Your Dragon,4.132786885245902,305
How to Train Your Dragon 2,4.117283950617284,81
Howard the Duck,2.5,6
Howards End,3.25,2
Howl's Moving Castle,3.7857142857142856,7
Hud,2.25,2
Hudson Hawk,3.306451612903226,31
Hugo,3.9348837209302325,215
Hulk,1.0,2
Hum To Mohabbat Karega,4.2,5
Human Traffic,0.5,2
Hurricane Streets,2.7916666666666665,12
Hustle & Flow,3.7857142857142856,7
I Am Legend,3.3225806451612905,31
I Am Love,3.18,25
I Am Number Four,3.710526315789474,19
I Am Sam,3.9,5
I Am Wrath,4.136363636363637,11
I Can Do Bad All By Myself,3.761904761904762,21
I Come with the Rain,3.5833333333333335,6
I Don't Know How She Does It,3.5,18
I Dreamed of Africa,3.8392857142857144,28
I Got the Hook Up,3.0,3
I Heart Huckabees,2.75,2
I Hope They Serve Beer in Hell,3.75,2
I Know What You Did Last Summer,3.7857142857142856,7
I Love You Phillip Morris,2.8,5
"I Love You, Beth Cooper",4.125,12
"I Love You, Don't Touch Me!",2.0,1
"I Love You, Man",3.66,25
I Love Your Work,4.136363636363637,11
I Married a Strange Person!,4.0,1
I Origins,3.380952380952381,21
I Served the King of England,2.8,5
I Spit on Your Grave,3.25,14
I Spy,2.8333333333333335,3
I Still Know What You Did Last Summer,3.0,3
I Think I Love My Wife,4.277777777777778,9
I Want Someone to Eat Cheese With,4.0,3
I Want Your Money,2.975,20
I'm Not There.,4.0,3
"I, Frankenstein",3.76,25
Ice Age,1.5,2
Ice Age: Continental Drift,3.050724637681159,69
Ice Age: Dawn of the Dinosaurs,3.891089108910891,101
Ice Age: The Meltdown,3.7777777777777777,9
Ice Princess,3.4285714285714284,7
Ida,3.375,4
Identity Thief,3.5,6
Idiocracy,2.857142857142857,7
Idle Hands,3.25,6
Idlewild,3.210526315789474,19
If I Stay,4.0,3
Igby Goes Down,3.82,25
Iguana,3.5,6
Illuminata,2.375,4
Imaginary Heroes,4.066666666666666,30
Imagine Me & You,4.0,3
Imagine That,4.1875,8
Immortals,2.76,25
Impact Point,2.0,3
In & Out,3.4166666666666665,6
In Bruges,2.8,15
In Cold Blood,4.0,3
In Dreams,4.130434782608695,23
In Her Line of Fire,4.136363636363637,11
In Time,4.5,1
In Too Deep,2.111111111111111,9
In the Bedroom,4.5,1
In the Company of Men,3.7333333333333334,15
In the Cut,2.5,2
In the Heart of the Sea,3.6777777777777776,45
In the Land of Blood and Honey,3.875,8
In the Land of Women,3.875,4
In the Name of the King III,2.7,5
In the Name of the King: A Dungeon Siege Tale,2.75,2
In the Shadow of the Moon,2.3636363636363638,11
In the Valley of Elah,3.0,4
Incendies,4.0,2
Inception,2.8088235294117645,34
Inchon,3.826923076923077,26
Incident at Loch Ness,1.8333333333333333,3
Independence Day,3.533333333333333,60
Independence Day: Resurgence,3.3959390862944163,197
Independence Daysaster,3.5,2
Indiana Jones and the Kingdom of the Crystal Skull,2.4285714285714284,7
Indiana Jones and the Last Crusade,3.375,4
Indie Game: The Movie,3.5,7
Indignation,3.240740740740741,27
Inescapable,3.4545454545454546,66
Infamous,3.9285714285714284,21
Inglourious Basterds,3.69,50
Inherent Vice,4.166666666666667,3
Ink,2.25,8
Inkheart,3.891304347826087,23
Inside Deep Throat,2.7142857142857144,7
Inside Job,3.78125,16
Inside Llewyn Davis,2.663793103448276,58
Inside Out,3.6987951807228914,83
Insidious,3.823529411764706,17
Insidious: Chapter 2,3.4,5
Insidious: Chapter 3,3.75,6
Inspector Gadget,3.0,2
Instinct,3.1666666666666665,9
Instructions Not Included,3.75,2
Insurgent,3.310810810810811,37
Interstellar,3.9574468085106385,47
Interview with the Assassin,3.5833333333333335,6
Interview with the Vampire,3.1875,16
Into the Blue,3.909090909090909,11
Into the Grizzly Maze,3.8076923076923075,13
Into the Storm,3.392857142857143,14
Into the Wild,4.0,7
Into the Woods,2.7,25
Intolerable Cruelty,3.9761904761904763,21
Intolerance,3.375,16
Invaders from Mars,2.9375,8
Invasion U.S.A.,3.3,5
Invictus,3.3389830508474576,59
Ip Man 3,1.8333333333333333,3
Ira & Abby,3.275,20
Iraq for Sale: The War Profiteers,3.4,5
Iris,2.2,5
Iron Man,1.5,1
Iron Man 2,4.2926829268292686,246
Iron Man 3,3.8271604938271606,81
Ironclad,3.735294117647059,17
Irreversible,2.8,5
Ishtar,3.2777777777777777,9
Isn't She Great,3.25,6
It Follows,3.0,2
It's All Gone Pete Tong,4.333333333333333,6
It's Complicated,3.2155172413793105,58
It's Kind of a Funny Story,3.642857142857143,7
"It's a Mad, Mad, Mad, Mad World",3.7777777777777777,9
It's a Wonderful Afterlife,2.375,8
It's a Wonderful Life,2.75,2
J. Edgar,3.573170731707317,82
Jab Tak Hai Jaan,2.0,2
Jack Brooks: Monster Slayer,4.1,5
Jack Reacher,3.533333333333333,45
Jack Ryan: Shadow Recruit,3.9482758620689653,29
Jack and Jill,2.375,4
Jack the Giant Slayer,3.3588709677419355,124
Jackass 3D,3.066666666666667,30
Jackass Number Two,2.8,5
Jackass: The Movie,3.5,2
Jackie Brown,2.0,1
Jade,4.115384615384615,13
Jakob the Liar,3.8333333333333335,3
Jane Got a Gun,3.25,2
Janky Promoters,3.3333333333333335,6
Jarhead,3.0,1
Jason Bourne,3.790909090909091,55
Jason Goes to Hell: The Final Friday,3.357142857142857,7
Jason X,3.4,5
Jawbreaker,1.5,2
Jaws,2.3333333333333335,6
Jaws 2,3.5,9
Jaws: The Revenge,2.0,1
Jay and Silent Bob Strike Back,4.029411764705882,17
Jeepers Creepers,3.772727272727273,33
Jeepers Creepers 2,3.875,4
"Jeff, Who Lives at Home",3.0,8
Jefferson in Paris,2.75,22
Jekyll and Hyde ... Together Again,3.0,1
Jennifer's Body,3.727272727272727,11
Jerry Maguire,3.6041666666666665,24
Jersey Boys,3.3,20
Jersey Girl,4.0,6
Jesus' Son,2.5,2
Jimmy Neutron: Boy Genius,3.5,6
Jimmy and Judy,3.6160714285714284,56
Jindabyne,3.125,4
Jingle All the Way,3.0526315789473686,19
Joe,3.125,4
Joe Dirt,3.642857142857143,21
Joe Somebody,3.5,2
John Carter,4.163265306122449,49
John Q,3.0952380952380953,42
Johnny English,3.2083333333333335,24
Johnny English Reborn,3.9166666666666665,6
Johnny Suede,3.857142857142857,7
Johnson Family Vacation,3.8125,8
Jonah Hex,3.6545454545454548,55
Jonah: A VeggieTales Movie,3.973684210526316,19
Josie and the Pussycats,3.482142857142857,28
Journey 2: The Mysterious Island,3.9285714285714284,84
Journey from the Fall,3.8,20
Journey to Saturn,3.2857142857142856,7
Journey to the Center of the Earth,3.847826086956522,46
Joy,3.9464285714285716,84
Joy Ride,3.0,3
Joyeux Noël,3.4,10
Joyful Noise,2.888888888888889,9
Judgment at Nuremberg,2.5,2
Julia,3.3333333333333335,9
Julie & Julia,3.25,12
Juliet and Alfa Romeo,0.5,1
Jumper,3.7857142857142856,7
Jumping the Broom,2.7142857142857144,7
Jungle Shuffle,2.45,20
Juno,3.2,15
Jupiter Ascending,3.0684931506849313,73
Jurassic Park,2.6372549019607843,51
Jurassic Park III,4.333333333333333,3
Jurassic World,3.310344827586207,29
Just Go with It,4.032051282051282,78
Just Like Heaven,4.06,25
Just Looking,3.4,5
Just Married,3.55,10
Just My Luck,3.1470588235294117,17
Just Visiting,2.5,1
Just Wright,3.7058823529411766,17
Justin Bieber: Never Say Never,3.0714285714285716,7
Juwanna Mann,4.033333333333333,15
K-19: The Widowmaker,4.0,1
Kabhi Alvida Naa Kehna,2.6923076923076925,13
Kama Sutra - A Tale of Love,2.875,4
Kangaroo Jack,2.5595238095238093,42
Kansas City,3.9761904761904763,21
Karachi se Lahore,3.625,12
Kate & Leopold,2.9642857142857144,28
Katy Perry: Part of Me,3.1666666666666665,3
Keanu,3.5185185185185186,27
Keeping Up with the Steins,3.8,10
Keeping the Faith,3.0,1
Kevin Hart: Let Me Explain,2.75,2
Khiladi 786,3.625,4
Khumba,3.540983606557377,61
Kick-Ass,4.066666666666666,15
Kick-Ass 2,2.75,10
Kickboxer: Vengeance,3.58,25
Kicking & Screaming,3.6956521739130435,23
Kicks,2.875,8
Kids,4.285714285714286,7
Kill Bill: Vol. 1,2.5555555555555554,9
Kill Bill: Vol. 2,3.0,1
Kill List,3.75,4
Kill the Messenger,3.25,8
Killer Elite,2.9827586206896552,29
Killer Joe,3.607142857142857,56
Killers,2.0,29
Killing Them Softly,3.140625,32
Killing Zoe,3.25,8
Kindergarten Cop,3.7,10
King Kong,3.6666666666666665,3
King's Ransom,2.8333333333333335,3
Kingdom of the Spiders,2.875,8
Kingpin,2.8125,8
Kinsey,3.7142857142857144,7
Kiss of Death,2.9347826086956523,23
Kiss of the Dragon,3.0,8
Kiss the Bride,2.75,4
Kiss the Girls,3.25,8
Kissing Jessica Stein,4.3,10
Kit Kittredge: An American Girl,4.071428571428571,7
Kites,3.5,3
Knight and Day,3.951219512195122,123
Knock Off,3.6,20
Knockaround Guys,3.611111111111111,9
Knocked Up,4.0,1
Knowing,3.2416666666666667,60
Krampus,3.1853146853146854,143
Krrish,3.75,2
Krull,3.5,1
Krush Groove,2.0,3
Kundun,3.3863636363636362,22
Kung Fu Hustle,4.125,24
Kung Fu Jungle,4.193548387096774,31
Kung Fu Panda,3.9173228346456694,127
Kung Fu Panda 2,4.192,125
Kung Fu Panda 3,3.1363636363636362,11
Kung Pow: Enter the Fist,4.0,2
L!fe Happens,3.590909090909091,11
L.A. Confidential,2.75,2
L.I.E.,2.6363636363636362,11
LOL,3.1666666666666665,3
La Bamba,3.1,5
Labor Day,3.823529411764706,17
Ladder 49,3.4444444444444446,9
Lady in White,2.75,4
Lady in the Water,3.640625,32
Lage Raho Munna Bhai,2.8333333333333335,3
Lake Mungo,3.0,3
Lake Placid,3.893617021276596,47
Lake of Fire,3.0,4
Lakeview Terrace,3.2666666666666666,15
Land of the Dead,3.6666666666666665,15
Land of the Lost,3.537037037037037,27
Lara Croft Tomb Raider: The Cradle of Life,3.3333333333333335,3
Lara Croft: Tomb Raider,3.5,1
Larry Crowne,3.5,4
Larry the Cable Guy: Health Inspector,4.2,5
Lars and the Real Girl,2.0,1
Last Action Hero,3.15625,64
Last Holiday,2.745614035087719,57
Last I Heard,3.2857142857142856,7
Last Orders,3.3333333333333335,3
Last Vegas,3.75,10
Latter Days,4.541666666666667,12
Law Abiding Citizen,3.1857142857142855,105
Lawrence of Arabia,3.5,2
Laws of Attraction,3.5588235294117645,51
Layer Cake,1.5,1
Le Havre,2.5,4
Leap Year,3.9010416666666665,96
Leatherheads,3.6333333333333333,15
Leaving Las Vegas,3.25,2
Left Behind,4.045454545454546,11
Legal Eagles,5.0,2
Legally Blonde,4.5,1
"Legally Blonde 2: Red, White & Blonde",3.75,26
Legend,3.25,2
Legend of a Rabbit,2.6666666666666665,3
Legend of the Guardians: The Owls of Ga'Hoole,3.4705882352941178,17
Legends of Oz: Dorothy's Return,2.675,20
Legends of the Fall,2.8,5
Legion,3.5,14
Les Misérables,4.171428571428572,35
Lesbian Vampire Killers,3.1666666666666665,6
Let Me In,3.56,50
Let's Be Cops,2.6666666666666665,3
Let's Go to Prison,2.8,5
Let's Kill Ward's Wife,2.6363636363636362,11
Lethal Weapon 3,4.0,1
Letters from Iwo Jima,3.8333333333333335,3
Letters to God,2.0,3
Letters to Juliet,3.6923076923076925,13
Liar Liar,3.0,1
Licence to Kill,2.5,1
License to Wed,3.392857142857143,14
Lies in Plain Sight,3.25,2
Life During Wartime,2.5,6
Life as a House,3.8823529411764706,17
Life of Pi,3.5307692307692307,65
Life or Something Like It,3.409090909090909,11
Lifeforce,3.6363636363636362,11
Light It Up,4.0,5
Light Sleeper,3.3125,8
Light from the Darkroom,3.5,1
Lights Out,3.9,10
Like Crazy,0.5,1
Like Mike,2.75,2
Lilo & Stitch,2.6176470588235294,17
Lilya 4-ever,3.3541666666666665,24
Limbo,3.125,4
Lincoln,3.736842105263158,38
Lisa Picard Is Famous,3.5,14
Listening,2.7142857142857144,7
Little Big Top,3.5,2
Little Black Book,3.686046511627907,43
Little Boy,3.7,5
Little Children,3.566666666666667,15
Little Fockers,3.4,20
Little Man,2.324324324324324,37
Little Miss Sunshine,3.6,15
Little Nicholas,3.75,4
Little Nicky,4.025773195876289,97
Little Shop of Horrors,3.611111111111111,9
Little Voice,3.6,5
Little White Lies,3.6136363636363638,22
Little Women,3.5,4
Live and Let Die,2.5,3
Live-In Maid,3.6666666666666665,3
Living Out Loud,2.6666666666666665,6
"Lock, Stock and Two Smoking Barrels",2.25,2
Locker 13,4.038461538461538,13
Lockout,3.6842105263157894,38
Logan's Run,3.8333333333333335,9
Lolita,3.1666666666666665,9
London,3.1875,16
London Has Fallen,4.226190476190476,42
London to Brighton,3.3636363636363638,11
Lone Star,3.1666666666666665,27
Lone Survivor,3.7153846153846155,65
Lone Wolf McQuade,3.56,25
Lonesome Jim,2.8333333333333335,3
Looney Tunes: Back in Action,3.5535714285714284,28
Looper,3.0,3
Loose Cannons,4.0,2
Lord of War,3.45,10
Lords of Dogtown,3.375,4
Lords of London,3.519230769230769,26
Loser,3.8461538461538463,39
Losin' It,3.6,110
Lost Souls,2.0833333333333335,6
Lost in Space,3.274193548387097,31
Lost in Translation,2.611111111111111,9
Lottery Ticket,2.0833333333333335,6
Love & Basketball,3.3867924528301887,106
Love & Other Drugs,3.4285714285714284,7
Love Actually,3.7142857142857144,7
Love Happens,4.388888888888889,9
Love Jones,3.5,1
Love Letters,5.0,1
Love Me Tender,3.6666666666666665,3
Love Ranch,3.4375,56
Love Stinks,4.0,4
Love and Death on Long Island,4.5,2
Love and Other Catastrophes,2.625,4
Love in the Time of Monsters,3.230769230769231,13
Love the Coopers,4.2,5
Love's Abiding Joy,3.727272727272727,11
Lovely & Amazing,4.333333333333333,3
"Lovely, Still",3.1,5
Loving Annabelle,2.857142857142857,7
Lucky Break,4.142857142857143,7
Lucky Number Slevin,3.0,7
Lucky Numbers,3.82,25
Lucky You,3.5405405405405403,37
Lucy,3.3902439024390243,41
MacGruber,3.0,2
Machete,2.857142857142857,7
Machete Kills,4.5,2
Machine Gun McCain,3.5,6
Machine Gun Preacher,3.9545454545454546,22
Mad City,3.9166666666666665,24
Mad Hot Ballroom,3.3482142857142856,56
Mad Max,3.272727272727273,11
Mad Max 2: The Road Warrior,4.25,2
Mad Max Beyond Thunderdome,3.5,11
Mad Max: Fury Road,3.6991525423728815,118
Mad Money,3.9523809523809526,21
Madadayo,3.0,4
Madagascar,3.5,4
Madagascar 3: Europe's Most Wanted,3.4830917874396135,207
Madagascar: Escape 2 Africa,3.739130434782609,23
Made,3.5,9
Made in Dagenham,3.6666666666666665,9
Made of Honor,3.265957446808511,47
Madea Goes to Jail,3.6666666666666665,3
Madea's Family Reunion,3.142857142857143,7
Madea's Witness Protection,3.6842105263157894,19
Madison,3.276923076923077,65
Maggie,3.5,4
Magic Mike,3.8333333333333335,6
Magic Mike XXL,2.7666666666666666,15
Magnolia,3.75,4
Maid in Manhattan,2.9615384615384617,13
Major Dundee,3.0,3
Major League,3.75,4
Malcolm X,3.2941176470588234,17
Maleficent,3.4015748031496065,127
Malevolence,3.0,1
Malibu's Most Wanted,3.683333333333333,30
Mallrats,3.8,15
Malone,2.1666666666666665,6
Mama,2.625,16
Mambo Italiano,2.65,20
Mamma Mia!,3.66793893129771,131
Man of Steel,3.5,39
Man of the House,3.8636363636363638,11
Man of the Year,3.7291666666666665,24
Man on Fire,3.9375,48
Man on Wire,4.0,2
Man on a Ledge,3.375,4
Man on the Moon,4.148148148148148,27
Mandela: Long Walk to Freedom,3.68,25
Manderlay,3.611111111111111,9
Maniac,3.6,5
Manito,3.8333333333333335,3
Mao's Last Dancer,3.1875,24
March of the Penguins,3.0,1
March or Die,3.55,10
Marci X,3.753846153846154,65
Margaret,4.0,3
Margin Call,1.0,3
Maria Full of Grace,3.0,1
Marie Antoinette,3.0,6
Marley & Me,3.303921568627451,51
Marmaduke,3.625,32
Married Life,4.0,2
Mars Attacks!,3.8815789473684212,76
Mars Needs Moms,3.5670103092783507,97
Martha Marcy May Marlene,5.0,1
Martian Child,3.2,5
Martin Lawrence Live: Runteldat,3.0,2
Marvin's Room,3.5384615384615383,26
Mary Poppins,5.0,1
Mary Reilly,2.9655172413793105,29
Masked and Anonymous,3.25,2
Master and Commander: The Far Side of the World,3.669811320754717,159
Match Point,3.5,3
Maurice,1.5,1
Max,3.2916666666666665,12
Max Keeble's Big Move,2.6,5
Max Payne,3.235294117647059,34
Maximum Risk,2.125,4
May,3.75,2
Maze Runner: The Scorch Trials,4.026315789473684,19
"McFarland, USA",2.8,5
Me Before You,2.760869565217391,23
Me You and Five Bucks,4.0,3
Me and Orson Welles,3.9767441860465116,43
Me and You and Everyone We Know,2.6666666666666665,3
"Me, Myself & Irene",4.75,2
Mean Creek,4.666666666666667,3
Mean Girls,3.608695652173913,46
Mean Machine,2.8,5
Mean Streets,3.4,5
Medicine Man,3.5952380952380953,21
Meek's Cutoff,3.75,4
Meet Dave,3.7757009345794392,107
Meet Joe Black,3.3176470588235296,85
Meet the Deedles,3.28125,16
Meet the Fockers,4.006944444444445,72
Meet the Parents,4.0,1
Meet the Spartans,4.017241379310345,58
Megaforce,3.53125,16
Megamind,3.822289156626506,166
Megiddo: The Omega Code 2,3.4545454545454546,44
Melancholia,4.166666666666667,3
Memento,3.0,1
Memoirs of a Geisha,2.8333333333333335,3
Memoirs of an Invisible Man,3.0,1
Men in Black,3.3177966101694913,118
Men in Black 3,3.5795454545454546,44
Men in Black II,3.0,2
Men of Honor,3.5,7
Men of War,2.625,4
Men with Brooms,4.038461538461538,13
Menace II Society,2.25,2
Mercury Rising,5.0,1
Mercy Streets,4.0,2
Message in a Bottle,2.3333333333333335,3
Metallica: Through the Never,3.6666666666666665,6
Meteor,3.7,60
Metropolis,2.857142857142857,14
Metropolitan,2.6666666666666665,3
Mi America,3.3333333333333335,3
Michael Clayton,3.4,5
Michael Collins,4.05,10
Michael Jordan to the Max,3.3333333333333335,3
Mickey Blue Eyes,3.7358490566037736,53
Micmacs,3.9444444444444446,9
Middle of Nowhere,3.375,8
Midnight Cabaret,1.5,5
Midnight Cowboy,1.0,1
Midnight Run,2.6538461538461537,13
Midnight Special,3.0,4
Midnight in Paris,3.5714285714285716,7
Midnight in the Garden of Good and Evil,5.0,1
Mighty Joe Young,3.871559633027523,109
Milk,3.3947368421052633,19
Million Dollar Arm,3.9285714285714284,7
Million Dollar Baby,3.275,20
Mindhunters,3.075,20
Minions,3.6,30
Minority Report,2.0,1
Miracle,3.825,20
Miracle at St. Anna,2.75,4
Miracles from Heaven,2.7666666666666666,15
Mirrormask,3.625,8
Mirrors,3.1153846153846154,26
Misconduct,2.857142857142857,7
Miss Congeniality 2: Armed and Fabulous,3.8333333333333335,27
Miss Julie,3.2333333333333334,15
Miss March,4.166666666666667,3
Miss Potter,3.9,25
Mission to Mars,4.0,1
Mission: Impossible,5.0,1
Mission: Impossible - Ghost Protocol,4.036666666666667,150
Mission: Impossible - Rogue Nation,3.9864864864864864,74
Mission: Impossible II,3.4074074074074074,27
Mississippi Mermaid,3.1,10
Mo' Better Blues,3.4444444444444446,9
Moby Dick,3.625,4
Modern Problems,2.3333333333333335,3
Modern Times,3.1296296296296298,27
Moliere,2.6666666666666665,3
Molly,2.6129032258064515,31
Mommie Dearest,3.3275862068965516,29
Moms' Night Out,2.8333333333333335,3
Mona Lisa Smile,2.7857142857142856,21
Mondays in the Sun,3.75,2
Money Monster,2.5,3
Money Talks,3.6,15
Money Train,3.772727272727273,11
Moneyball,3.3125,8
Mongol: The Rise of Genghis Khan,2.5,5
Monkeybone,3.6363636363636362,22
Monsoon Wedding,2.95,30
Monster,3.230769230769231,26
Monster House,4.06,25
Monster's Ball,3.5,1
Monster-in-Law,3.259259259259259,54
Monsters,3.691747572815534,206
Monsters University,3.0865384615384617,104
Monsters vs Aliens,3.0866666666666664,75
"Monsters, Inc.",3.183673469387755,49
Monte Carlo,3.9,20
Monty Python and the Holy Grail,4.333333333333333,3
Moon,3.25,4
Moonlight Mile,2.8947368421052633,19
Moonraker,2.4285714285714284,7
Moonrise Kingdom,4.0,4
Mooz-lum,4.033333333333333,15
Morning Glory,3.6818181818181817,11
Mortal Kombat,3.2962962962962963,27
Mortal Kombat: Annihilation,2.625,4
Mortdecai,4.161764705882353,34
Morvern Callar,4.166666666666667,3
Mother and Child,3.8047945205479454,146
Motherhood,3.2,10
Moulin Rouge!,2.625,4
Movie 43,3.0294117647058822,17
Mozart's Sister,1.7,5
Mr. 3000,3.661290322580645,31
Mr. Bean's Holiday,3.0,2
Mr. Church,3.8666666666666667,15
Mr. Deeds,3.125,4
Mr. Holland's Opus,3.717948717948718,39
Mr. Nice Guy,3.0,2
Mr. Peabody & Sherman,3.175,20
Mr. Popper's Penguins,3.686046511627907,86
Mr. Smith Goes to Washington,3.5,2
Mr. Turner,3.5416666666666665,12
Mrs Henderson Presents,4.190476190476191,21
Mrs. Doubtfire,4.0978260869565215,46
Mrs. Winterbourne,1.8333333333333333,3
Much Ado About Nothing,3.5714285714285716,7
Mulan,3.4536082474226806,97
Mulholland Drive,3.7142857142857144,21
Multiplicity,2.9,5
Mumford,3.357142857142857,7
Munich,2.0,2
Muppets Most Wanted,3.9,5
Muppets from Space,3.607142857142857,14
Murder by Numbers,4.137931034482759,29
Murderball,2.9516129032258065,62
Music and Lyrics,3.4,5
Must Love Dogs,3.625,12
Mutant World,1.90625,16
Mutual Appreciation,4.0,1
Mutual Friends,3.5,9
My All American,2.8777777777777778,45
My Baby's Daddy,2.9,5
My Beautiful Laundrette,3.2666666666666666,30
My Best Friend's Girl,3.51,50
My Best Friend's Wedding,3.5652173913043477,46
My Big Fat Greek Wedding,3.5656565656565657,99
My Big Fat Greek Wedding 2,4.111111111111111,18
My Big Fat Independent Movie,3.25,2
My Bloody Valentine,4.045454545454546,22
My Boss's Daughter,3.772727272727273,22
My Cousin Vinny,5.0,2
My Date with Drew,3.25,2
My Dog Skip,3.2777777777777777,27
My Dog Tulip,2.8,5
My Fair Lady,3.323529411764706,17
My Favorite Martian,3.9215686274509802,51
My Fellow Americans,3.1666666666666665,24
My Girl,3.625,4
My Last Day Without You,2.75,4
My Life Without Me,2.5,3
My Life in Ruins,2.9285714285714284,7
My Lucky Star,3.125,4
My Name Is Bruce,3.6875,8
My Name Is Khan,3.9,10
My Own Private Idaho,3.25,2
My Sister's Keeper,2.7916666666666665,12
My Soul to Take,3.25,8
My Stepmother is an Alien,2.6785714285714284,14
My Summer of Love,4.15625,32
My Super Ex-Girlfriend,3.5,3
My Week with Marilyn,3.8933333333333335,75
Mystery Men,2.4,5
"Mystery, Alaska",3.6714285714285713,35
Mystic Pizza,4.0,16
Mystic River,2.625,8
N-Secure,2.8461538461538463,13
Nacho Libre,3.0,20
Namastey London,3.9285714285714284,7
Nancy Drew,3.8181818181818183,11
Nanny McPhee,3.0,4
Nanny McPhee and the Big Bang,3.2211538461538463,52
Napoleon Dynamite,2.6666666666666665,6
Narc,3.5,2
National Lampoon's Loaded Weapon 1,3.75,8
National Lampoon's Vacation,2.423076923076923,13
National Lampoon’s Van Wilder,3.625,16
National Treasure,4.0,7
Naturally Native,3.7,35
Navy Seals vs. Zombies,2.9,5
Neal 'n' Nikki,4.333333333333333,3
Nebraska,3.125,4
Need for Speed,3.4310344827586206,29
Neighbors,3.88,25
Neighbors 2: Sorority Rising,3.95,10
Nerve,2.9166666666666665,6
Network,2.6666666666666665,3
Never Again,4.666666666666667,3
Never Back Down,3.0793650793650795,63
Never Back Down 2: The Beatdown,3.0555555555555554,9
Never Let Me Go,3.25,10
Never Say Never Again,2.775,20
New Nightmare,2.75,2
New Year's Eve,3.5357142857142856,42
New York Minute,3.3392857142857144,28
New York Stories,3.611111111111111,27
"New York, New York",3.0,3
New in Town,3.25,2
Newlyweds,0.8333333333333334,3
Next Day Air,3.5,4
Next Friday,4.065217391304348,23
Next Stop Wonderland,5.0,2
Niagara,3.4285714285714284,7
Nicholas Nickleby,3.5,2
Nick and Norah's Infinite Playlist,3.7613636363636362,44
Night Watch,3.3142857142857145,35
Night at the Museum,3.375,4
Night at the Museum: Battle of the Smithsonian,4.223981900452489,221
Night at the Museum: Secret of the Tomb,4.088495575221239,113
Night of the Living Dead,3.0,2
Nightcrawler,4.0,2
Nighthawks,3.576923076923077,13
Nim's Island,3.7083333333333335,24
Nine,3.1144578313253013,83
Nine 1/2 Weeks,3.75,4
Nine Dead,3.676470588235294,17
Nine Queens,2.8461538461538463,13
Ninja Assassin,3.375,44
Nixon,3.5,10
No Country for Old Men,3.5,1
No End in Sight,1.625,4
No Escape,3.9444444444444446,9
No Good Deed,3.3823529411764706,17
No Man's Land: The Rise of Reeker,4.25,2
No Reservations,3.25,6
No Strings Attached,2.125,4
Noah,4.116504854368932,103
Nomad: The Warrior,2.875,4
Non-Stop,3.0416666666666665,36
North Country,2.8653846153846154,26
Northfork,3.8653846153846154,26
Not Another Teen Movie,3.111111111111111,18
Not Cool,2.5625,8
Not Easily Broken,1.8333333333333333,3
Notes on a Scandal,3.8333333333333335,6
Nothing,2.8389830508474576,59
Nothing But a Man,3.4166666666666665,6
Nothing to Lose,2.6,5
Notting Hill,3.2666666666666666,15
November,4.0,2
Novocaine,2.25,4
Now Is Good,3.1666666666666665,3
Now You See Me,3.9122137404580153,131
Now You See Me 2,3.5892857142857144,56
Nowhere Boy,4.25,4
Nowhere in Africa,3.55,20
Nowhere to Run,3.75,6
Nurse 3-D,2.8333333333333335,3
Nurse Betty,2.8125,8
Nutty Professor II: The Klumps,3.769230769230769,39
O,2.9791666666666665,24
"O Brother, Where Art Thou?",2.3333333333333335,3
Oblivion,3.7051282051282053,39
Observe and Report,3.9603174603174605,63
Obvious Child,3.4375,8
Ocean's Eleven,4.12962962962963,54
Ocean's Thirteen,4.236363636363636,55
Ocean's Twelve,3.75,4
Oceans,3.8,115
October Baby,4.25,2
Octopussy,4.5,1
Oculus,3.75,2
Of Gods and Men,3.5,9
Of Horses and Men,1.8928571428571428,14
Office Space,1.0,1
Old Dogs,2.638888888888889,18
Old Joy,3.5,4
Old School,3.425,80
Oldboy,3.2857142857142856,7
Oliver Twist,3.5,4
Oliver!,3.55,10
Olympus Has Fallen,3.638095238095238,210
On Deadly Ground,3.4583333333333335,24
On Her Majesty's Secret Service,3.909090909090909,11
On The Downlow,3.0526315789473686,19
On the Line,2.78125,16
On the Outs,3.0,14
On the Road,3.1666666666666665,12
On the Waterfront,3.7,10
Once,2.75,2
Once Upon a Time in America,3.5833333333333335,12
Once Upon a Time in Mexico,4.5,1
Once Upon a Time in the West,3.272727272727273,11
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,3.8333333333333335,3
Ondine,2.6666666666666665,3
One Day,3.303030303030303,33
One Direction: This Is Us,4.5,2
One Flew Over the Cuckoo's Nest,3.21875,16
One Hour Photo,2.3,5
One Man's Hero,4.083333333333333,6
One Missed Call,3.1785714285714284,14
One Night with the King,3.201923076923077,52
One True Thing,3.36046511627907,43
One for the Money,2.0,2
One to Another,4.0,2
Ong Bak 2,3.1794871794871793,39
Only God Forgives,2.5,3
Only the Strong,4.833333333333333,3
Opal Dream,3.642857142857143,14
Open Road,3.825,20
Open Season,2.0,1
Open Secret,4.0,3
Operation Chromite,3.272727272727273,11
Ordet,3.75,2
Ordinary People,3.5555555555555554,9
Original Sin,4.0,2
Orphan,3.142857142857143,14
Osama,4.0442307692307695,260
Oscar and Lucinda,3.481818181818182,55
Osmosis Jones,2.9310344827586206,29
Ouija,3.5,2
Our Brand Is Crisis,3.6,5
